Rx_Number,Path_Power,Interaction_Description,Total_Interactions_for_Path,Interaction_Coordiantes
22,-46.9887,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30194 -5.75393 0.417802', '2.29611 -5.82206 0.426604', '5.65853 -6.66331 0.867356', '2.68863 -7.40635 1.25666', '0.832195 -6.94189 1.5']"
22,-47.045,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30868 -4.90131 0.289931', '2.71154 -5.00071 0.282976', '5.65853 -5.73664 0.744369', '0.832195 -6.94189 1.5']"
22,-47.0547,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29756 -4.99912 0.514662', '1.38553 -6.20828 3.02001', '0.832195 -6.94189 1.5']"
22,-47.5233,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '5.28096 -5.89298 0.372122', '5.65853 -6.03649 0.453956', '2.05426 -7.40635 1.23513', '0.832195 -6.94189 1.5']"
22,-47.5817,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30871 -4.92128 0.289931', '2.71154 -5.06496 0.282976', '5.65853 -6.12871 0.744369', '2.11895 -7.40635 1.29854', '0.832195 -6.94189 1.5']"
22,-47.6621,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.93748 -5.02227 0.282976', '5.28096 -5.89325 0.372122', '5.65853 -6.03673 0.453956', '2.05442 -7.40635 1.2351', '0.832195 -6.94189 1.5']"
22,-48.3184,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.39468 -5.48431 0.759481', '0.832195 -6.94189 1.5']"
22,-49.1955,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30331 -4.92647 0.406899', '5.65853 -5.75299 0.855175', '0.832195 -6.94189 1.5']"
22,-49.6689,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '1.42649 -6.79001 3.02001', '1.08759 -7.40635 2.15321', '0.832195 -6.94189 1.5']"
22,-49.7648,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30404 -4.95067 0.405475', '5.65853 -6.14805 0.854278', '2.1334 -7.40635 1.32591', '0.832195 -6.94189 1.5']"
22,-50.0446,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.3037 -5.83303 0.425473', '5.65853 -6.66866 0.866101', '2.6969 -7.40635 1.25509', '0.832195 -6.94189 1.5']"
22,-50.1914,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '5.39706 -5.4867 0.715397', '5.65853 -5.60922 0.755719', '1.82338 -7.40635 1.34715', '0.832195 -6.94189 1.5']"
22,-50.1923,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30838 -4.90137 0.305989', '5.65853 -5.73743 0.795211', '0.832195 -6.94189 1.5']"
22,-50.5513,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.30883 -4.99121 0.289283', '2.7061 -5.28561 0.281014', '0.832195 -6.94189 1.5']"
22,-50.7429,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30841 -4.92138 0.305984', '5.65853 -6.12985 0.795206', '2.11979 -7.40635 1.31197', '0.832195 -6.94189 1.5']"
22,-51.2363,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.29571 -4.92439 0.376294', '2.87891 -5.06807 0.282976', '5.65853 -5.75286 0.727741', '0.832195 -6.94189 1.5']"
22,-51.3933,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29179 -5.81599 0.428718', '5.65853 -6.27865 0.868935', '0.832195 -6.94189 1.5']"
22,-51.8994,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.29758 -4.9475 0.379696', '2.90034 -5.16272 0.282976', '5.65853 -6.14755 0.725559', '2.13302 -7.40635 1.29127', '0.832195 -6.94189 1.5']"
22,-52.493,Tx-R-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30932 -4.92223 0.25831', '3.1409 -5.22214 0.0997569', '5.65853 -6.13015 0.579784', '2.12002 -7.40635 1.25446', '0.832195 -6.94189 1.5']"
22,-53.4656,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30906 -4.92733 0.272166', '3.53096 -5.40289 0.131867', '5.65853 -6.15796 0.550452', '2.14093 -7.40635 1.24252', '0.832195 -6.94189 1.5']"
22,-53.5567,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.29379 -4.77877 0.398731', '5.65853 -6.04892 0.851112', '2.0626 -7.40635 1.33458', '0.832195 -6.94189 1.5']"
22,-53.8938,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.3037 -5.83303 0.427763', '5.65853 -6.28774 0.867452', '0.832195 -6.94189 1.5']"
22,-54.0167,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.96519 -4.99051 0.282976', '5.27454 -5.64444 0.365702', '0.832195 -6.94189 1.5']"
22,-54.0803,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.30882 -4.99116 0.289596', '2.70683 -5.28602 0.281995', '0.832195 -6.94189 1.5']"
22,-54.0986,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.27454 -5.64426 0.365702', '0.832195 -6.94189 1.5']"
22,-54.3072,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.39468 -5.48431 0.739152', '1.72015 -7.40635 1.35192', '0.832195 -6.94189 1.5']"
22,-54.3783,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.96519 -5.05044 0.282976', '5.27454 -5.99558 0.365702', '1.93249 -7.40635 1.21905', '0.832195 -6.94189 1.5']"
22,-54.4689,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.27454 -5.99533 0.365702', '1.93234 -7.40635 1.21909', '0.832195 -6.94189 1.5']"
22,-54.5212,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.29249 -4.78205 0.398531', '3.0029 -5.0499 0.282976', '5.65853 -6.05115 0.714944', '2.06411 -7.40635 1.29962', '0.832195 -6.94189 1.5']"
22,-54.9317,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.29768 -5.04796 0.517212', '1.38592 -6.80421 3.02001', '1.07332 -7.40635 2.16191', '0.832195 -6.94189 1.5']"
22,-54.9711,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.27849 -4.80724 0.510569', '1.05147 -7.40635 1.34999', '0.832195 -6.94189 1.5']"
22,-55.1162,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30892 -4.9012 0.277722', '2.70882 -4.99953 0.243983', '3.43497 -5.18091 0.0997569', '5.65853 -5.73633 0.541398', '0.832195 -6.94189 1.5']"
22,-55.7916,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30854 -4.90113 0.297617', '5.28096 -5.63237 0.372122', '5.65853 -5.72738 0.453956', '0.832195 -6.94189 1.5']"
22,-55.9982,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.29178 -5.81599 0.426296', '5.65853 -6.66037 0.867509', '2.68413 -7.40635 1.2573', '0.832195 -6.94189 1.5']"
22,-56.2775,Tx-R-D-R-R-R-Rx,7,"['2.48996 -4.85594 0.3', '2.31016 -4.9967 0.235642', '2.78615 -5.34367 0.135893', '2.80875 -5.35108 0.131867', '5.65853 -6.28654 0.639791', '2.24715 -7.40635 1.24781', '0.832195 -6.94189 1.5']"
22,-56.279,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30857 -4.92104 0.297618', '5.28096 -5.97799 0.372122', '5.65853 -6.11532 0.453956', '2.10914 -7.40635 1.22324', '0.832195 -6.94189 1.5']"
22,-56.4109,Tx-R-R-D-R-R-Rx,7,"['2.48996 -4.85594 0.3', '2.30919 -4.92561 0.265553', '3.40685 -5.34217 0.0997569', '3.56688 -5.40289 0.123928', '5.65853 -6.14907 0.539984', '2.13417 -7.40635 1.24102', '0.832195 -6.94189 1.5']"
22,-56.5582,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.3091 -4.92653 0.269889', '3.39336 -5.34367 0.131867', '5.65853 -6.15089 0.568876', '2.13555 -7.40635 1.24855', '0.832195 -6.94189 1.5']"
22,-57.0915,Tx-R-R-D-Rx,5,"['2.48996 -4.85594 0.3', '2.30115 -4.92696 0.398023', '5.65853 -5.74064 0.372214', '5.64651 -5.74355 0.372122', '0.832195 -6.94189 1.5']"
23,-36.9357,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '5.65853 -5.62277 0.747663', '0.333474 -6.91149 1.5']"
23,-37.7578,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '5.65853 -5.99199 0.747664', '1.7137 -7.40635 1.305', '0.333474 -6.91149 1.5']"
23,-38.4828,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.71154 -4.90916 0.282976', '5.65853 -5.62251 0.716552', '0.333474 -6.91149 1.5']"
23,-39.2299,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.71154 -4.93479 0.282976', '5.65853 -5.9916 0.716552', '1.71342 -7.40635 1.29698', '0.333474 -6.91149 1.5']"
23,-40.3453,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '1.10656 -6.1746 3.02001', '0.333474 -6.91149 1.5']"
23,-43.3558,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.39706 -5.4867 0.708427', '5.65853 -5.55338 0.745475', '0.333474 -6.91149 1.5']"
23,-46.2136,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29742 -4.98876 0.513116', '1.07479 -6.18573 3.02001', '0.333474 -6.91149 1.5']"
23,-46.5742,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.28096 -5.52287 0.372122', '5.65853 -5.61481 0.4468', '0.333474 -6.91149 1.5']"
23,-46.709,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.93748 -4.96291 0.282976', '5.28096 -5.52305 0.372122', '5.65853 -5.61498 0.4468', '0.333474 -6.91149 1.5']"
23,-47.2546,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '5.28096 -5.84399 0.372122', '5.65853 -5.9802 0.4468', '1.70522 -7.40635 1.22869', '0.333474 -6.91149 1.5']"
23,-47.3711,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.93748 -5.01441 0.282976', '5.28096 -5.84425 0.372122', '5.65853 -5.98044 0.4468', '1.7054 -7.40635 1.22866', '0.333474 -6.91149 1.5']"
23,-47.4513,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30186 -5.75461 0.412083', '2.29548 -5.82118 0.420272', '5.65853 -6.62633 0.838221', '2.40045 -7.40635 1.24312', '0.333474 -6.91149 1.5']"
23,-47.5008,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30868 -4.89822 0.289931', '2.71154 -4.99078 0.282976', '5.65853 -5.67505 0.716552', '0.333474 -6.91149 1.5']"
23,-47.569,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.39468 -5.48431 0.733303', '0.333474 -6.91149 1.5']"
23,-48.0031,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30871 -4.91833 0.289931', '2.71154 -5.05546 0.282976', '5.65853 -6.06928 0.716552', '1.77193 -7.40635 1.28837', '0.333474 -6.91149 1.5']"
23,-49.3805,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29178 -5.81599 0.422325', '5.65853 -6.24033 0.83976', '0.333474 -6.91149 1.5']"
23,-49.5635,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.3032 -4.92287 0.407111', '5.65853 -5.69156 0.829558', '0.333474 -6.91149 1.5']"
23,-50.1508,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30394 -4.94721 0.405678', '5.65853 -6.0889 0.828623', '1.7875 -7.40635 1.31668', '0.333474 -6.91149 1.5']"
23,-50.2444,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30371 -5.83302 0.419178', '5.65853 -6.63239 0.836922', '2.41032 -7.40635 1.24139', '0.333474 -6.91149 1.5']"
23,-50.4263,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '1.10656 -6.80951 3.02001', '0.683906 -7.40635 2.18901', '0.333474 -6.91149 1.5']"
23,-50.6756,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30837 -4.89827 0.30599', '5.65853 -5.67573 0.767087', '0.333474 -6.91149 1.5']"
23,-51.2023,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.3084 -4.91841 0.305985', '5.65853 -6.07029 0.767082', '1.77272 -7.40635 1.30191', '0.333474 -6.91149 1.5']"
23,-51.4114,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.29545 -4.92118 0.375822', '2.91128 -5.06226 0.282976', '5.65853 -5.69161 0.697166', '0.333474 -6.91149 1.5']"
23,-52.0546,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.29733 -4.94445 0.379247', '2.93408 -5.1612 0.282976', '5.65853 -6.08859 0.694893', '1.78725 -7.40635 1.2802', '0.333474 -6.91149 1.5']"
23,-52.2968,Tx-R-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30925 -4.89876 0.26028', '3.2014 -5.10577 0.0997569', '5.65853 -5.67591 0.541867', '0.333474 -6.91149 1.5']"
23,-52.5369,Tx-R-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30928 -4.91914 0.260275', '3.20139 -5.22583 0.0997569', '5.65853 -6.07055 0.541868', '1.77293 -7.40635 1.241', '0.333474 -6.91149 1.5']"
23,-53.5683,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30904 -4.92386 0.273191', '3.60315 -5.40289 0.131867', '5.65853 -6.09865 0.512879', '1.79537 -7.40635 1.22901', '0.333474 -6.91149 1.5']"
23,-54.0103,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.96519 -4.98037 0.282976', '5.27454 -5.58501 0.365702', '0.333474 -6.91149 1.5']"
23,-54.0133,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.29509 -4.77549 0.39893', '5.65853 -5.9855 0.825171', '1.70902 -7.40635 1.32568', '0.333474 -6.91149 1.5']"
23,-54.086,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.39468 -5.48431 0.715624', '1.36975 -7.40635 1.3394', '0.333474 -6.91149 1.5']"
23,-54.1718,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.27454 -5.58484 0.365702', '0.333474 -6.91149 1.5']"
23,-54.2783,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.96519 -5.04028 0.282976', '5.27454 -5.93605 0.365702', '1.57771 -7.40635 1.21437', '0.333474 -6.91149 1.5']"
23,-54.4464,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.27454 -5.93579 0.365702', '1.57755 -7.40635 1.2144', '0.333474 -6.91149 1.5']"
23,-54.7754,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30371 -5.83303 0.421246', '5.65853 -6.24986 0.838191', '0.333474 -6.91149 1.5']"
23,-54.8287,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.29384 -4.77863 0.39874', '3.04862 -5.04985 0.282976', '5.65853 -5.9877 0.683271', '1.7106 -7.40635 1.28878', '0.333474 -6.91149 1.5']"
23,-54.8604,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30891 -4.89815 0.277722', '2.70882 -4.98977 0.243983', '3.48154 -5.16923 0.0997569', '5.65853 -5.67481 0.506088', '0.333474 -6.91149 1.5']"
23,-55.4966,Tx-R-R-D-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30927 -4.89881 0.259244', '3.16857 -5.0984 0.0997569', '3.94565 -5.27888 0.243983', '5.65853 -5.67623 0.54967', '0.333474 -6.91149 1.5']"
23,-55.5591,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30853 -4.89809 0.297617', '5.28096 -5.57943 0.372122', '5.65853 -5.66762 0.4468', '0.333474 -6.91149 1.5']"
23,-55.9952,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30856 -4.91813 0.297618', '5.28096 -5.92761 0.372122', '5.65853 -6.05828 0.4468', '1.76334 -7.40635 1.2172', '0.333474 -6.91149 1.5']"
23,-56.0081,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.29178 -5.81599 0.420122', '5.65853 -6.6237 0.838411', '2.39619 -7.40635 1.24373', '0.333474 -6.91149 1.5']"
23,-56.2721,Tx-R-R-D-R-R-Rx,7,"['2.48996 -4.85594 0.3', '2.30916 -4.92221 0.266905', '3.47274 -5.34217 0.0997569', '3.641 -5.40289 0.123928', '5.65853 -6.08936 0.502033', '1.78787 -7.40635 1.22743', '0.333474 -6.91149 1.5']"
23,-56.48,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.29769 -5.04179 0.517136', '1.07563 -6.8208 3.02001', '0.673406 -7.40635 2.19621', '0.333474 -6.91149 1.5']"
23,-56.6487,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.29919 -4.75856 0.392422', '2.78214 -4.88896 0.282976', '5.34578 -5.58111 0.863938', '0.333474 -6.91149 1.5']"
23,-56.6607,Tx-R-R-D-Rx,5,"['2.48996 -4.85594 0.3', '2.30099 -4.92334 0.398024', '5.65853 -5.68182 0.372214', '5.64651 -5.68454 0.372122', '0.333474 -6.91149 1.5']"
23,-56.8859,Tx-R-D-R-R-R-Rx,7,"['2.48996 -4.85594 0.3', '2.31002 -4.9966 0.237708', '2.78615 -5.34367 0.143065', '2.85271 -5.36443 0.131867', '5.65853 -6.23983 0.603986', '1.91959 -7.40635 1.23311', '0.333474 -6.91149 1.5']"
23,-56.9313,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30908 -4.9231 0.271025', '3.45841 -5.34367 0.131867', '5.65853 -6.09141 0.531866', '1.78952 -7.40635 1.23528', '0.333474 -6.91149 1.5']"
23,-56.9538,Tx-R-D-R-R-R-Rx,7,"['2.48996 -4.85594 0.3', '2.30946 -4.99133 0.256185', '2.78615 -5.34367 0.159813', '2.95024 -5.39486 0.131867', '5.65853 -6.23983 0.593107', '1.91959 -7.40635 1.22987', '0.333474 -6.91149 1.5']"
23,-57.2387,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.31009 -4.99664 0.236707', '2.78615 -5.34367 0.139589', '2.83216 -5.35247 0.131867', '5.65853 -5.89303 0.606244', '0.333474 -6.91149 1.5']"
23,-57.2829,Tx-R-R-D-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30207 -4.9476 0.398016', '5.65853 -6.07419 0.372214', '5.64651 -6.07822 0.372122', '1.77572 -7.40635 1.19383', '0.333474 -6.91149 1.5']"
23,-57.7462,Tx-R-R-D-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30913 -4.89851 0.266179', '3.43628 -5.15863 0.0997569', '5.28096 -5.58434 0.372122', '5.65853 -5.67221 0.4468', '0.333474 -6.91149 1.5']"
24,-38.0721,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '5.65853 -6.06855 0.732049', '2.16284 -7.40635 1.2087', '0.0265098 -6.58878 1.5']"
24,-38.7397,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.71154 -4.89928 0.282976', '5.65853 -5.47964 0.701038', '0.0265098 -6.58878 1.5']"
24,-39.4783,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.71154 -4.94016 0.282976', '5.65853 -6.06817 0.701038', '2.16247 -7.40635 1.19699', '0.0265098 -6.58878 1.5']"
24,-40.1446,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '5.34387 -5.46732 0.903395', '0.0265098 -6.58878 1.5']"
24,-40.2271,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '5.39468 -5.46436 0.721336', '0.0265098 -6.58878 1.5']"
24,-40.4421,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '0.909635 -5.96757 3.02001', '0.0265098 -6.58878 1.5']"
24,-42.4153,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.71154 -4.90247 0.282976', '5.34591 -5.46713 0.86134', '0.0265098 -6.58878 1.5']"
24,-45.1702,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.48751 -5.44594 0.70039', '5.65853 -5.47962 0.723954', '0.0265098 -6.58878 1.5']"
24,-45.6576,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.2971 -4.96355 0.509358', '0.882777 -5.97589 3.02001', '0.0265098 -6.58878 1.5']"
24,-46.2674,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34309 -5.46787 0.919629', '0.0265098 -6.58878 1.5']"
24,-46.4409,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.39468 -5.46382 0.702771', '0.0265098 -6.58878 1.5']"
24,-46.5227,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.28096 -5.39914 0.372122', '5.65853 -5.47388 0.442985', '0.0265098 -6.58878 1.5']"
24,-46.6263,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.93748 -4.94307 0.282976', '5.28096 -5.39928 0.372122', '5.65853 -5.47402 0.442985', '0.0265098 -6.58878 1.5']"
24,-46.8637,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -5.46818 0.923373', '0.0265098 -6.58878 1.5']"
24,-47.163,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '5.28096 -5.91171 0.372122', '5.65853 -6.05699 0.442985', '2.15144 -7.40635 1.1012', '0.0265098 -6.58878 1.5']"
24,-47.2435,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.93748 -5.02528 0.282976', '5.28096 -5.912 0.372122', '5.65853 -6.05725 0.442985', '2.1517 -7.40635 1.10115', '0.0265098 -6.58878 1.5']"
24,-47.6554,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.3018 -5.75507 0.408142', '2.29703 -5.82337 0.416217', '5.65853 -6.72062 0.821302', '3.08949 -7.40635 1.13089', '0.0265098 -6.58878 1.5']"
24,-47.7905,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.39468 -5.48431 0.72192', '0.0265098 -6.58878 1.5']"
24,-47.8039,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30867 -4.8905 0.289932', '2.71154 -4.96597 0.282976', '5.65853 -5.52342 0.701038', '0.0265098 -6.58878 1.5']"
24,-47.9069,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30895 -4.91081 0.276507', '3.86708 -5.37608 0.134673', '3.85922 -5.37856 0.131867', '0.0265098 -6.58878 1.5']"
24,-48.1824,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30872 -4.92264 0.289931', '2.71154 -5.06932 0.282976', '5.65853 -6.15296 0.701038', '2.24991 -7.40635 1.18459', '0.0265098 -6.58878 1.5']"
24,-49.6153,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '0.909635 -7.01654 3.02001', '0.624511 -7.40635 2.52926', '0.0265098 -6.58878 1.5']"
24,-50.0619,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30292 -4.91364 0.407654', '5.65853 -5.53906 0.815491', '0.0265098 -6.58878 1.5']"
24,-50.4154,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.3041 -4.95252 0.405366', '5.65853 -6.17366 0.813968', '2.27236 -7.40635 1.22644', '0.0265098 -6.58878 1.5']"
24,-50.5568,Tx-R-R-D-Rx,5,"['2.48996 -4.85594 0.3', '5.65853 -6.65485 0.456586', '4.33483 -7.40635 0.522002', '1.8626 -6.00279 0.644173', '0.0265098 -6.58878 1.5']"
24,-50.7493,Tx-R-R-R-D-Rx,6,"['2.48996 -4.85594 0.3', '2.80347 -5.03391 0.282976', '5.65853 -6.65458 0.438006', '4.33417 -7.40635 0.509918', '1.86157 -6.00278 0.644178', '0.0265098 -6.58878 1.5']"
24,-50.8938,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29178 -5.81599 0.419067', '5.65853 -6.10512 0.823482', '0.0265098 -6.58878 1.5']"
24,-51.1307,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30371 -5.83302 0.414798', '5.65853 -6.72555 0.819908', '3.09957 -7.40635 1.12891', '0.0265098 -6.58878 1.5']"
24,-51.3924,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30841 -4.92273 0.305984', '5.65853 -6.15399 0.751323', '2.25102 -7.40635 1.20429', '0.0265098 -6.58878 1.5']"
24,-51.7351,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.29475 -4.91251 0.374546', '2.92424 -5.02981 0.282976', '5.65853 -5.53931 0.680726', '0.0265098 -6.58878 1.5']"
24,-51.7402,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -5.46963 0.961968', '0.0265098 -6.58878 1.5']"
24,-52.2155,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.29776 -4.94969 0.380018', '2.96186 -5.19149 0.282976', '5.65853 -6.17333 0.677025', '2.272 -7.40635 1.17188', '0.0265098 -6.58878 1.5']"
24,-52.3309,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30867 -4.89291 0.289835', '2.70882 -4.97316 0.282713', '5.34589 -5.51452 0.86156', '0.0265098 -6.58878 1.5']"
24,-52.3356,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.30896 -4.91082 0.276507', '3.86708 -5.37625 0.134673', '0.0265098 -6.58878 1.5']"
24,-52.3605,Tx-R-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30921 -4.89092 0.261384', '3.23863 -5.06662 0.0997569', '5.65853 -5.52409 0.520581', '0.0265098 -6.58878 1.5']"
24,-52.4451,Tx-R-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30926 -4.92345 0.261376', '3.23863 -5.26498 0.0997569', '5.65853 -6.15425 0.520582', '2.2513 -7.40635 1.11311', '0.0265098 -6.58878 1.5']"
24,-52.8407,Tx-R-R-R-D-Rx,6,"['2.48996 -4.85594 0.3', '3.13668 -5.09609 0.0997569', '3.60163 -5.26875 0.24372', '3.86708 -5.36732 0.161531', '3.77127 -5.40289 0.131867', '0.0265098 -6.58878 1.5']"
24,-52.8489,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '5.49355 -5.34224 0.683679', '5.65853 -5.42425 0.706912', '1.6712 -7.40635 1.2684', '0.0265098 -6.58878 1.5']"
24,-53.1984,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30906 -4.92707 0.272242', '3.53605 -5.40289 0.131867', '5.65853 -6.17504 0.506338', '2.27387 -7.40635 1.1035', '0.0265098 -6.58878 1.5']"
24,-53.8415,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.30896 -4.91087 0.276189', '3.86465 -5.37592 0.131867', '0.0265098 -6.58878 1.5']"
24,-54.0158,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.96519 -4.95698 0.282976', '5.27454 -5.44797 0.365702', '0.0265098 -6.58878 1.5']"
