Rx_Number,Path_Power,Interaction_Description,Total_Interactions_for_Path,Interaction_Coordiantes
10,-43.9413,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.35787 -4.08288 1.15665', '4.2367 -4.48324 1.5']"
10,-44.0928,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.34762 -4.08142 1.15378', '5.35787 -4.08506 1.15691', '4.2367 -4.48324 1.5']"
10,-44.5643,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.71154 -4.81783 0.282976', '4.2367 -4.48324 1.5']"
10,-44.6388,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70683 -5.40407 0.281995', '3.32876 -7.40635 0.777144', '4.2367 -4.48324 1.5']"
10,-45.7437,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.31349 -5.37485 0.454448', '3.10205 -7.40635 0.88315', '4.2367 -4.48324 1.5']"
10,-45.8659,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29417 -5.30017 0.338244', '3.10767 -7.40635 0.82477', '4.2367 -4.48324 1.5']"
10,-45.9561,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.30858 -4.82975 0.289601', '2.70683 -4.77111 0.281995', '4.2367 -4.48324 1.5']"
10,-46.1501,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '2.32777 -4.82004 0.0997569', '2.30275 -4.81451 0.130652', '4.2367 -4.48324 1.5']"
10,-46.2147,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '2.35053 -4.82294 0.0997569', '2.3074 -4.81273 0.161705', '4.2367 -4.48324 1.5']"
10,-46.9368,Tx-R-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.31037 -5.31026 0.184132', '2.41984 -5.59551 0.0997569', '3.11483 -7.40635 0.635383', '4.2367 -4.48324 1.5']"
10,-46.9502,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '4.62887 -7.40635 0.859147', '5.65853 -6.17861 1.12831', '4.2367 -4.48324 1.5']"
10,-46.9689,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30968 -5.3195 0.169283', '2.40084 -5.55649 0.0997569', '3.11236 -7.40635 0.642451', '4.2367 -4.48324 1.5']"
10,-47.1756,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.35641 -4.58138 1.76629', '4.2367 -4.48324 1.5']"
10,-47.3286,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.34449 -4.8222 0.0997569', '2.30583 -4.81324 0.152978', '4.2367 -4.48324 1.5']"
10,-47.596,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.29256 -4.77761 0.465747', '4.2367 -4.48324 1.5']"
10,-47.6739,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '3.73519 -7.40635 0.740706', '5.35787 -4.08288 1.31499', '5.35381 -4.08142 1.31566', '4.2367 -4.48324 1.5']"
10,-47.8168,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30688 -5.31568 0.397351', '3.11159 -7.40635 0.857141', '4.2367 -4.48324 1.5']"
10,-47.8766,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.34762 -4.59473 0.963433', '5.35787 -4.59372 0.968294', '4.2367 -4.48324 1.5']"
10,-48.0167,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.78615 -5.34367 0.147891', '2.80295 -5.40139 0.131867', '3.38626 -7.40635 0.688488', '4.2367 -4.48324 1.5']"
10,-48.1891,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28395 -4.82938 0.431298', '4.2367 -4.48324 1.5']"
10,-48.2456,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30081 -4.81896 0.116587', '4.2367 -4.48324 1.5']"
10,-48.2482,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30847 -5.90093 0.622294', '2.96395 -7.40635 0.920661', '4.2367 -4.48324 1.5']"
10,-48.3518,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.28842 -3.90752 0.336287', '2.27752 -3.81718 0.351351', '3.3573 -7.40635 0.984419', '4.2367 -4.48324 1.5']"
10,-48.455,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -4.59358 0.961968', '4.2367 -4.48324 1.5']"
10,-48.522,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -4.07995 1.15785', '4.2367 -4.48324 1.5']"
10,-48.6675,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30971 -5.32044 0.164445', '2.3948 -5.54163 0.0997569', '3.11217 -7.40635 0.645114', '4.2367 -4.48324 1.5']"
10,-48.8225,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.28872 -3.81465 0.458893', '3.36267 -7.40635 1.03287', '4.2367 -4.48324 1.5']"
10,-48.8467,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.70683 -5.36675 0.244702', '2.85034 -5.83227 0.0997569', '3.33559 -7.40635 0.589863', '4.2367 -4.48324 1.5']"
10,-49.1905,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30965 -5.92707 0.528943', '2.95718 -7.40635 0.855237', '4.2367 -4.48324 1.5']"
10,-49.363,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28337 -4.805 0.41295', '4.2367 -4.48324 1.5']"
10,-49.5551,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -5.55096 1.0875', '4.2367 -4.48324 1.5']"
10,-49.9556,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30829 -4.84146 0.306003', '5.35787 -4.57953 1.17903', '4.2367 -4.48324 1.5']"
11,-17.6186,Tx-Rx,2,"['2.48996 -4.85594 0.3', '4.51267 -4.84949 1.5']"
11,-28.6736,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70882 -4.85535 0.282713', '4.51267 -4.84949 1.5']"
11,-31.4135,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '3.50003 -7.40635 0.899245', '4.51267 -4.84949 1.5']"
11,-33.8455,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30831 -4.85596 0.306', '4.51267 -4.84949 1.5']"
11,-34.2764,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '5.35787 -4.85096 1.22685', '4.51267 -4.84949 1.5']"
11,-35.2222,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70882 -5.32398 0.282713', '3.5185 -7.40635 0.829108', '4.51267 -4.84949 1.5']"
11,-36.5974,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '2.31287 -5.28901 0.445145', '3.30935 -7.40635 0.922981', '4.51267 -4.84949 1.5']"
11,-38.9618,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.30862 -4.85602 0.289836', '2.70882 -4.85501 0.282713', '4.51267 -4.84949 1.5']"
11,-39.5952,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '3.78754 -4.8518 3.02001', '4.51267 -4.84949 1.5']"
11,-39.9011,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70882 -4.85558 0.282713', '5.35787 -4.85096 1.20556', '4.51267 -4.84949 1.5']"
11,-40.6967,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70683 -4.85536 0.281995', '4.51267 -4.84949 1.5']"
11,-40.7882,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.29393 -4.85563 0.338493', '4.51267 -4.84949 1.5']"
11,-41.0858,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30882 -5.20241 0.305916', '3.32906 -7.40635 0.858701', '4.51267 -4.84949 1.5']"
11,-42.3818,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.35787 -5.54804 1.17485', '4.51267 -4.84949 1.5']"
11,-42.4321,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.35787 -4.08288 1.16695', '4.51267 -4.84949 1.5']"
11,-43.4216,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.29639 -4.88943 0.497883', '4.51267 -4.84949 1.5']"
11,-43.6182,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.27949 -4.89932 0.357055', '2.28426 -4.89901 0.34243', '4.51267 -4.84949 1.5']"
11,-43.7389,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.71154 -4.85534 0.282976', '4.51267 -4.84949 1.5']"
11,-44.7781,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '2.74303 -5.49493 0.0997569', '3.50003 -7.40635 0.698749', '4.51267 -4.84949 1.5']"
11,-45.1451,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30367 -5.83312 0.509882', '3.14512 -7.40635 0.887039', '4.51267 -4.84949 1.5']"
11,-45.4159,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '4.64445 -7.40635 0.899245', '5.65853 -6.20592 1.18129', '4.51267 -4.84949 1.5']"
11,-45.4609,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.35641 -4.85088 1.76629', '4.51267 -4.84949 1.5']"
11,-45.6627,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.78615 -5.34367 0.140679', '2.7972 -5.37323 0.131867', '3.55706 -7.40635 0.73788', '4.51267 -4.84949 1.5']"
11,-46.0472,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28346 -4.80486 0.401615', '4.51267 -4.84949 1.5']"
11,-47.1949,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70683 -5.31985 0.281995', '3.51829 -7.40635 0.82931', '4.51267 -4.84949 1.5']"
11,-47.2131,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.30862 -4.85602 0.2896', '2.70683 -4.85501 0.281995', '4.51267 -4.84949 1.5']"
11,-47.7494,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.31408 -5.29855 0.456103', '3.30755 -7.40635 0.927806', '4.51267 -4.84949 1.5']"
11,-47.8383,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.70882 -5.10555 0.282713', '4.64867 -7.40635 0.859276', '5.65853 -6.20858 1.15943', '4.51267 -4.84949 1.5']"
11,-47.8825,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.27678 -4.76162 0.357488', '2.28156 -4.76213 0.343562', '4.51267 -4.84949 1.5']"
11,-47.9083,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -4.07995 1.1675', '4.51267 -4.84949 1.5']"
11,-47.947,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -5.55096 1.17553', '4.51267 -4.84949 1.5']"
11,-48.0113,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30083 -4.85552 0.116592', '4.51267 -4.84949 1.5']"
11,-48.1653,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29414 -5.23356 0.338281', '3.31332 -7.40635 0.871974', '4.51267 -4.84949 1.5']"
11,-48.2656,Tx-R-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30974 -5.24281 0.176431', '2.4241 -5.48786 0.0997569', '3.31943 -7.40635 0.700014', '4.51267 -4.84949 1.5']"
11,-48.7524,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30713 -5.24636 0.397607', '3.31712 -7.40635 0.902429', '4.51267 -4.84949 1.5']"
11,-48.8076,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30971 -5.24061 0.180931', '2.43042 -5.49938 0.0997569', '3.31997 -7.40635 0.69795', '4.51267 -4.84949 1.5']"
11,-49.024,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '5.39706 -5.4867 0.765577', '5.65853 -6.3184 0.902028', '5.3165 -7.40635 1.08052', '4.51267 -4.84949 1.5']"
11,-49.0278,Tx-R-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.31058 -5.23151 0.199506', '2.45702 -5.54617 0.0997569', '3.32273 -7.40635 0.689455', '4.51267 -4.84949 1.5']"
11,-49.5355,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.90726 -5.34367 0.131867', '4.64738 -7.40635 0.742758', '5.65853 -6.20776 1.09773', '4.51267 -4.84949 1.5']"
11,-49.5599,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30831 -4.85616 0.306', '5.35787 -4.85094 1.24089', '4.51267 -4.84949 1.5']"
11,-49.6128,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.70683 -5.2955 0.244702', '2.87623 -5.73335 0.0997569', '3.52347 -7.40635 0.653585', '4.51267 -4.84949 1.5']"
11,-49.7075,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.34762 -5.5495 1.17216', '5.35787 -5.54111 1.17609', '4.51267 -4.84949 1.5']"
11,-50.2272,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.34762 -4.08142 1.16437', '5.35787 -4.09062 1.16839', '4.51267 -4.84949 1.5']"
11,-50.4379,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.28873 -3.81464 0.46454', '3.58785 -7.40635 1.06941', '4.51267 -4.84949 1.5']"
11,-50.6597,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.2887 -4.7892 0.43651', '4.51267 -4.84949 1.5']"
11,-50.69,Tx-R-D-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30862 -4.85618 0.289836', '2.70882 -4.85553 0.282713', '5.35787 -4.85095 1.20556', '4.51267 -4.84949 1.5']"
11,-50.71,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -4.85112 0.961968', '4.51267 -4.84949 1.5']"
11,-50.9759,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.34762 -4.85114 0.963433', '5.35787 -4.85112 0.969862', '4.51267 -4.84949 1.5']"
11,-51.226,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.28101 -4.78369 0.370574', '2.29101 -4.78452 0.339709', '4.51267 -4.84949 1.5']"
11,-51.6712,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.35641 -5.5495 1.1748', '4.51267 -4.84949 1.5']"
12,-17.5902,Tx-Rx,2,"['2.48996 -4.85594 0.3', '4.445 -5.34038 1.5']"
12,-28.019,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '2.30278 -4.90766 0.409738', '4.445 -5.34038 1.5']"
12,-28.5867,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70882 -4.9014 0.282713', '4.445 -5.34038 1.5']"
12,-31.218,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '3.57006 -7.40635 0.962966', '4.445 -5.34038 1.5']"
12,-33.6857,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30836 -4.88989 0.305992', '4.445 -5.34038 1.5']"
12,-34.3466,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '5.35787 -5.22341 1.21026', '4.445 -5.34038 1.5']"
12,-35.4952,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70882 -5.28908 0.282713', '3.58756 -7.40635 0.898823', '4.445 -5.34038 1.5']"
12,-36.9469,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '2.31335 -5.25958 0.448217', '3.39962 -7.40635 0.984197', '4.445 -5.34038 1.5']"
12,-37.1873,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30273 -4.90741 0.408021', '4.445 -5.34038 1.5']"
12,-38.4818,Tx-R-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.96955 -5.36117 0.131867', '4.91094 -7.40635 0.812476', '5.65853 -6.61879 1.07457', '4.445 -5.34038 1.5']"
12,-38.6685,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.30867 -4.88901 0.289835', '2.70882 -4.96068 0.282713', '4.445 -5.34038 1.5']"
12,-38.9413,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '4.91094 -7.40635 0.962966', '5.65853 -6.61879 1.16769', '4.445 -5.34038 1.5']"
12,-39.5719,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '3.74414 -5.16671 3.02001', '4.445 -5.34038 1.5']"
12,-39.7631,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70882 -4.88264 0.282713', '5.35787 -5.22307 1.18803', '4.445 -5.34038 1.5']"
12,-39.8966,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.35787 -5.54804 1.21078', '5.35154 -5.5495 1.21279', '4.445 -5.34038 1.5']"
12,-40.1789,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70683 -4.90099 0.281995', '4.445 -5.34038 1.5']"
12,-40.4025,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.29395 -4.8927 0.338472', '4.445 -5.34038 1.5']"
12,-40.6637,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28345 -4.80487 0.402408', '4.445 -5.34038 1.5']"
12,-41.6454,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.70882 -5.07835 0.282713', '4.91458 -7.40635 0.927655', '5.65853 -6.62117 1.14518', '4.445 -5.34038 1.5']"
12,-41.8549,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30879 -5.17614 0.305922', '3.41773 -7.40635 0.925787', '4.445 -5.34038 1.5']"
12,-42.1945,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.35787 -5.54804 1.21093', '4.445 -5.34038 1.5']"
12,-42.2473,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.35787 -4.08288 1.08784', '4.445 -5.34038 1.5']"
12,-42.6074,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30098 -4.94164 0.498688', '4.445 -5.34038 1.5']"
12,-43.4612,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.95461 -5.34367 0.131867', '4.91178 -7.40635 0.815391', '5.65853 -6.61934 1.07619', '4.445 -5.34038 1.5']"
12,-43.6144,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '3.00532 -5.40289 0.131867', '4.90899 -7.40635 0.805427', '5.65853 -6.61752 1.07063', '4.445 -5.34038 1.5']"
12,-43.9454,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.71154 -4.90195 0.282976', '4.445 -5.34038 1.5']"
12,-45.485,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30266 -4.90172 0.414989', '4.445 -5.34038 1.5']"
12,-45.9322,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.35641 -5.23005 1.76629', '4.445 -5.34038 1.5']"
12,-46.1915,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.29598 -4.92773 0.376787', '4.445 -5.34038 1.5']"
12,-46.5048,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -5.55096 1.21267', '4.445 -5.34038 1.5']"
12,-46.5867,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.30867 -4.88901 0.289599', '2.70683 -4.96032 0.281995', '4.445 -5.34038 1.5']"
12,-46.6648,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '2.73456 -5.43352 0.0997569', '3.57006 -7.40635 0.783736', '4.445 -5.34038 1.5']"
12,-46.7122,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70683 -5.28525 0.281995', '3.58736 -7.40635 0.899018', '4.445 -5.34038 1.5']"
12,-47.3549,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30366 -5.83314 0.528446', '3.22936 -7.40635 0.948449', '4.445 -5.34038 1.5']"
12,-47.4358,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -4.07995 1.08766', '4.445 -5.34038 1.5']"
12,-47.6078,Tx-R-D-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.30887 -5.02713 0.289831', '2.70882 -5.40246 0.282713', '4.75869 -7.40635 0.882075', '5.65853 -6.52669 1.14518', '4.445 -5.34038 1.5']"
12,-47.8646,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.31433 -5.26606 0.456807', '3.39849 -7.40635 0.987622', '4.445 -5.34038 1.5']"
12,-48.0297,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30235 -4.89473 0.408767', '5.35787 -5.23786 1.24898', '4.445 -5.34038 1.5']"
12,-48.2065,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30084 -4.90145 0.116599', '4.445 -5.34038 1.5']"
12,-48.6443,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.29412 -5.20497 0.338297', '3.40369 -7.40635 0.937582', '4.445 -5.34038 1.5']"
12,-48.7117,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.30857 -5.02793 0.305958', '4.75073 -7.40635 0.944954', '5.65853 -6.52224 1.18248', '4.445 -5.34038 1.5']"
12,-48.7584,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30281 -4.90764 0.41087', '4.445 -5.34038 1.5']"
12,-49.1975,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30724 -5.21714 0.397715', '3.40708 -7.40635 0.964822', '4.445 -5.34038 1.5']"
12,-49.5703,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30834 -4.87682 0.305995', '5.35787 -5.23358 1.22492', '4.445 -5.34038 1.5']"
12,-49.7821,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28604 -4.79717 0.416414', '4.445 -5.34038 1.5']"
12,-49.9137,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '5.34762 -5.21111 0.963433', '5.35787 -5.21255 0.96939', '4.445 -5.34038 1.5']"
12,-50.019,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -5.21268 0.961968', '4.445 -5.34038 1.5']"
12,-50.2183,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '2.28798 -3.8744 0.336076', '2.28518 -3.81558 0.347089', '3.65618 -7.40635 1.07893', '4.445 -5.34038 1.5']"
12,-50.2318,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.7061 -5.14 0.245683', '2.29268 -5.81694 0.579083', '4.445 -5.34038 1.5']"
12,-50.4006,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.28873 -3.81462 0.475971', '3.65762 -7.40635 1.12607', '4.445 -5.34038 1.5']"
13,-17.5269,Tx-Rx,2,"['2.48996 -4.85594 0.3', '4.21908 -5.78323 1.5']"
13,-27.5928,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30444 -4.95334 0.417322', '4.21908 -5.78323 1.5']"
13,-28.3202,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70882 -4.95022 0.282713', '4.21908 -5.78323 1.5']"
13,-28.8562,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28387 -4.80369 0.399969', '4.21908 -5.78323 1.5']"
13,-30.9062,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '3.54661 -7.40635 1.03331', '4.21908 -5.78323 1.5']"
13,-32.6745,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28343 -4.80491 0.405694', '4.21908 -5.78323 1.5']"
13,-33.2222,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30841 -4.92563 0.305983', '4.21908 -5.78323 1.5']"
13,-33.3626,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.28679 -4.79648 0.397653', '4.21908 -5.78323 1.5']"
13,-34.6766,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '5.35787 -5.51968 1.15893', '4.21908 -5.78323 1.5']"
13,-35.6988,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70882 -5.28028 0.282713', '3.56525 -7.40635 0.973007', '4.21908 -5.78323 1.5']"
13,-35.7156,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '5.30588 -7.40635 1.03331', '5.65853 -7.08696 1.12515', '4.21908 -5.78323 1.5']"
13,-36.8494,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.31417 -5.25612 0.454821', '3.39968 -7.40635 1.05041', '4.21908 -5.78323 1.5']"
13,-36.9376,Tx-D-R-R-R-Rx,6,"['2.48996 -4.85594 0.3', '2.70882 -5.05003 0.243983', '3.04126 -5.35144 0.131867', '5.30775 -7.40635 0.896243', '5.65853 -7.08831 1.01455', '4.21908 -5.78323 1.5']"
13,-37.3363,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30401 -4.94968 0.405533', '4.21908 -5.78323 1.5']"
13,-37.6955,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.30872 -4.92327 0.289834', '2.70882 -5.07034 0.282713', '4.21908 -5.78323 1.5']"
13,-38.5097,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.70683 -4.94939 0.281995', '4.21908 -5.78323 1.5']"
13,-39.1454,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.29397 -4.93176 0.33845', '4.21908 -5.78323 1.5']"
13,-39.5143,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70882 -4.90444 0.282713', '5.35787 -5.51903 1.13403', '4.21908 -5.78323 1.5']"
13,-39.781,Tx-R-Rx,3,"['2.48996 -4.85594 0.3', '3.59921 -5.45081 3.02001', '4.21908 -5.78323 1.5']"
13,-40.2582,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.30596 -4.99826 0.499562', '4.21908 -5.78323 1.5']"
13,-40.3775,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.34616 -5.55096 1.16239', '4.21908 -5.78323 1.5']"
13,-41.652,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '3.08272 -5.40289 0.131867', '5.3009 -7.40635 0.887677', '5.65853 -7.08334 1.00953', '4.21908 -5.78323 1.5']"
13,-42.3723,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.30877 -5.16851 0.305924', '3.416 -7.40635 0.998021', '4.21908 -5.78323 1.5']"
13,-43.4681,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '5.35787 -4.08288 1.01049', '4.21908 -5.78323 1.5']"
13,-43.5738,Tx-D-R-R-Rx,5,"['2.48996 -4.85594 0.3', '3.02448 -5.34367 0.131867', '5.30413 -7.40635 0.897516', '5.65853 -7.08568 1.01655', '4.21908 -5.78323 1.5']"
13,-44.4475,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '2.35238 -4.94208 0.0997569', '2.30835 -4.96964 0.163842', '4.21908 -5.78323 1.5']"
13,-44.7009,Tx-R-D-Rx,4,"['2.48996 -4.85594 0.3', '2.30872 -4.92327 0.289598', '2.70683 -5.06961 0.281995', '4.21908 -5.78323 1.5']"
13,-44.8346,Tx-R-R-Rx,4,"['2.48996 -4.85594 0.3', '2.32911 -4.94585 0.0997569', '2.30302 -4.96043 0.132245', '4.21908 -5.78323 1.5']"
13,-44.9625,Tx-D-R-Rx,4,"['2.48996 -4.85594 0.3', '2.70683 -5.27655 0.281995', '3.56504 -7.40635 0.973222', '4.21908 -5.78323 1.5']"
13,-44.9664,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.71154 -4.95136 0.282976', '4.21908 -5.78323 1.5']"
13,-45.0118,Tx-D-Rx,3,"['2.48996 -4.85594 0.3', '2.29964 -4.97303 0.383454', '4.21908 -5.78323 1.5']"
